method,file,base_id,prompt,duration_sec,clap_score
apollo_from_audiosr,ambient_01.wav,ambient_01,a peaceful ambient soundscape with soft pads and atmosphere,5.121083333333333,0.14361433684825897
apollo_from_audiosr,ambient_02.wav,ambient_02,a dark ambient atmosphere with deep drones and texture,5.121083333333333,0.028178347274661064
apollo_from_audiosr,ambient_03.wav,ambient_03,an ethereal ambient track with shimmering textures,5.121083333333333,0.011729641817510128
apollo_from_audiosr,ambient_04.wav,ambient_04,a meditative ambient background with warm sustained sounds,5.121083333333333,0.22298972308635712
apollo_from_audiosr,ambient_05.wav,ambient_05,a dreamy floating ambient composition with gentle motion,5.121083333333333,0.1447131335735321
apollo_from_audiosr,drums_01.wav,drums_01,a tight acoustic drum groove with realistic kick and snare,5.121083333333333,0.1441270411014557
apollo_from_audiosr,drums_02.wav,drums_02,a punchy rock drum beat with strong snare hits,5.121083333333333,0.5099010467529297
apollo_from_audiosr,drums_03.wav,drums_03,a laid back jazz drum rhythm with brushes and swing feel,5.121083333333333,0.12362693250179291
apollo_from_audiosr,drums_04.wav,drums_04,a fast electronic drum pattern with crisp percussion,5.121083333333333,0.23973137140274048
apollo_from_audiosr,drums_05.wav,drums_05,a funky drum groove with syncopated rhythm and ghost notes,5.121083333333333,0.46830883622169495
apollo_from_audiosr,electronic_01.wav,electronic_01,an upbeat electronic dance groove with synth bass and drums,5.121083333333333,0.4274584650993347
apollo_from_audiosr,electronic_02.wav,electronic_02,a chill electronic track with soft synths and relaxed beat,5.121083333333333,0.42159026861190796
apollo_from_audiosr,electronic_03.wav,electronic_03,a futuristic electronic piece with pulsing bass and synths,5.121083333333333,0.031408119946718216
apollo_from_audiosr,electronic_04.wav,electronic_04,a synthwave instrumental with retro 1980s electronic sounds,5.121083333333333,0.29609841108322144
apollo_from_audiosr,electronic_05.wav,electronic_05,a minimal electronic beat with deep bass and simple melody,5.121083333333333,0.4328451156616211
apollo_from_audiosr,guitar_01.wav,guitar_01,a warm acoustic guitar fingerpicking pattern with a natural sound,5.121083333333333,0.45576608180999756
apollo_from_audiosr,guitar_02.wav,guitar_02,a soft classical guitar melody played with delicate touch,5.121083333333333,0.46727001667022705
apollo_from_audiosr,guitar_03.wav,guitar_03,an energetic strummed acoustic guitar rhythm for a folk song,5.121083333333333,0.5669334530830383
apollo_from_audiosr,guitar_04.wav,guitar_04,a bluesy electric guitar riff with smooth phrasing,5.121083333333333,0.4313663840293884
apollo_from_audiosr,guitar_05.wav,guitar_05,a dreamy clean electric guitar melody with light reverb,5.121083333333333,0.4934561848640442
apollo_from_audiosr,orchestral_01.wav,orchestral_01,a cinematic orchestral theme with strings brass and percussion,5.121083333333333,0.27261847257614136
apollo_from_audiosr,orchestral_02.wav,orchestral_02,a dramatic orchestral soundtrack cue with rising intensity,5.121083333333333,0.306962251663208
apollo_from_audiosr,orchestral_03.wav,orchestral_03,a soft orchestral piece led by strings and woodwinds,5.121083333333333,0.39141374826431274
apollo_from_audiosr,orchestral_04.wav,orchestral_04,an epic trailer style orchestra with powerful drums and brass,5.121083333333333,0.005134128034114838
apollo_from_audiosr,orchestral_05.wav,orchestral_05,a romantic orchestral melody with lush strings,5.121083333333333,0.49743807315826416
apollo_from_audiosr,piano_01.wav,piano_01,a calm solo piano melody with soft emotional notes,5.121083333333333,0.29401248693466187
apollo_from_audiosr,piano_02.wav,piano_02,a bright classical piano piece with flowing arpeggios,5.121083333333333,0.3278595805168152
apollo_from_audiosr,piano_03.wav,piano_03,a melancholic piano composition with slow expressive playing,5.121083333333333,0.357820987701416
apollo_from_audiosr,piano_04.wav,piano_04,an intimate jazz piano improvisation in a cozy atmosphere,5.121083333333333,0.20904578268527985
apollo_from_audiosr,piano_05.wav,piano_05,a cinematic grand piano theme with gentle dynamics,5.121083333333333,0.35908281803131104
